Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17
moderately priced restaurant in the east part of town;;thai;;;;;;;;;;;;spicy;;
south;;swiss;;;;;;;;;;;;spicy;;
hi im looking for a restaurant that servers;thai;thai;;thai;north;north;;;;;;;;;;
for something moderately priced on the east part of town;;thai;;;;;;;;;;;;spicy;;
i want moderately priced restaurant it should be in the south part of town;;thai;;;;;;;;;;;;spicy;;
expensive restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant;cuban;thai;;;north;north;;;;;;;;;;
id like a restaurant in any area that serves vegetarian food;thai;thai;;thai;;;;;;;;;;;;
im looking for a restaurant serving unusual food;korean;korean;;;north;north;;;;;;;;;;
hi im looking for a restaurant with japanese food;;;;;north;north;;;;;;;;;;
can i find an expensive russian food restaurant;indian;cuban;;;;east;;;;;;;;;;
im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
uh im looking for a moderately priced restaurant;thai;thai;;;north;north;;;;;;;;spicy;;
i need an expensive restsurant in the east part of town;;thai;;;;;;;;;;;;;;
im looking for a restaurant that serves african food;;;;;north;north;;;;;;;;;;
can i have moderately priced restaurant in the west part of town;;cuban;;;;;;;;;;;;spicy;;
north creative;;korean;;;;;;;;;;;;;;
expnsive;;;;;;;;;expensive;expensive;;;;;;
can i have moderately priced restaurant;;cuban;;;;east;;;;;;;;spicy;;
i need to find a cheap restaurant;thai;cuban;;;;west;;;;;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
swedish food;swiss;swiss;;swiss;;west;;;;;;;;;;
north part of town moderately priced;;korean;;;;;;;;;;;;spicy;;
moderately priced restaraunt;;african;;;;;;;;;;;;spicy;;
i want an expensive restaurant;;indian;;;;east;;;;;;;;;;
north part of town fast food;;korean;;;;;;;;;;;;;;
could i have a moderately priced restaurant that serves thai food please;;;;;south;south;;east;;;;;;spicy;;
im looking for a restaurant in the south part of town that serves;thai;thai;;thai;;;;;;;;;;spicy;;
hi i would like a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
yeah im looking for a cheap restaurant;cuban;cuban;;;north;north;;;;;;;;;;
looking for a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
moderately priced restaurant serves french food;;;;;;;;;;;;;;spicy;;
id like a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
south;;swiss;;;;;;;;;;;;spicy;;
looking for a cheap spanish restaurant;;;;;north;north;;;;;;;;spicy;;
im looking for a restaurant in the center;korean;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
indonesian food;;indian;;indian;;;;;;;;;;;;
um im looking for an expensive restaurant;korean;korean;;;;north;;;;;;;;;;
im looking for a restaurant that serves thai food;;;;;north;north;;;;;;;;;;
korean food;;;;;;north;;;;cheap;;;;;;
im looking for a restaurant that serves austral austrian food;thai;thai;;thai;north;north;;;;;;;;;;
uh yes i would like a restaurant in the south;;thai;;;;;;;;;;;;spicy;;
north part of town austral asian food;;;;;;;;;;cheap;;;;spicy;;
an expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
steak house food noise steak house food;;;;;south;south;;;cheap;cheap;;;;spicy;;
need a cheap restaurant;thai;thai;;;;east;;;;;;;;;;
im looking for a restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
breath expensive;french;french;;;;west;;;;;;;;;;
im looking for a cheap restaurant that serves vietnamese food;;;;;north;north;;;;;;;;;;
i want a french restaurant that serves expensive food;;;;;;west;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
expensive price range;;swiss;;;;centre;;;;;;;spicy;spicy;;spicy
i want to find a turkish food;;;;;;west;;;;;;;;;;
moderate priced in the north part of town;;thai;;;;;;;;;;;;spicy;;
i am looking for an expensive restaurant that serves swedish food;thai;thai;;thai;;west;;;;;;;;;;
looking for a restaurant in any area that serves irish food;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
are there any barbecue restaurants;thai;thai;;;;centre;;;cheap;cheap;;;;;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
im looking for a cheap restaurant that serves portuguese food;;;;;north;north;;;;;;;;;;
can i get a restaurant in the center;;cuban;;;centre;west;centre;centre;;cheap;;;;;;
expensive restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
restaurant in the south part of town serving turkish food;;;;;;;;;;;;;;spicy;;
south part of town;;swiss;;;;;;;;;;;;spicy;;
i am looking for a moderately priced restaurant that serves russian food;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for an expensive restaurant that serves danish food;thai;thai;;thai;;east;;;;;;;;;;
looking for a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
north;;korean;;;;;;;;;;;;;;
romanian food;;;;;;;;;;;;;romantic;romantic;;
looking for a moderately priced restaurant that serves tuscan food;;;;;north;north;;;;;;;;spicy;;
is there a restaurant in the north part of town that serves unusual food;thai;thai;;thai;;;;;cheap;cheap;;;;;;
cheap restaurant;cuban;cuban;;;;east;;;;;;;;;;
looking for a cuban food restaurant;;;;;north;north;;;cheap;cheap;;;;;;
yes can i have a vegetarian restaurant in the east part of town;tuscan;cuban;;;;;;;;cheap;;;;;;
find spanish restaurant;;;;;;;;;;;;;;spicy;;
i want an indonesian restaurant in the north part of town;;thai;;indian;;;;;;;;;;;;
i want to find a cheap restaurant and it should serve portuguese food;;;;;south;west;;;;;;;;spicy;;
i need to find an expensive restaurant in the south park of town;indian;thai;;;;;;;;;;;;spicy;;
cheap restaurant;cuban;cuban;;;;west;;;;;;;;;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in any area that serves cantonese food;thai;thai;;thai;north;north;;;;;;;;;;
i am looking for a restaurant in any area and it should serve barbecue food;korean;korean;;;south;south;;;;;;;;spicy;;
i want to find a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
im looking for halal food;;thai;;;;east;;;;cheap;;;;;;
i would like a restaurant in the west part of town that serves russian food;thai;thai;;thai;;;;;;;;;;;;
belgian food;persian;persian;;;;;;;;;;;;;;
uh im looking for a cheap restaurant;thai;thai;;;north;north;;;;;;;;;;
id like an expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
id like a cantonese resturant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the south part of town that serves european food;;;;;;;;;;;;;;spicy;;
yeah im looking for a restaurant in the south part of town that serves international food;;;;;;;;;;;;;;spicy;;
i need a cheap restaurant that serves romanian food;;;;;;west;;;;;;;romantic;romantic;;
yes can i have malaysian food;tuscan;cuban;;;;west;;;;cheap;;;;;;
hello and welcome to the cambridge;;thai;;;north;south;;;;cheap;;;;;;
hi i want to serve a cheap restaurant that serves traditional food;;;;;;west;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
i want a moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
i want a jamaican food restaurant in the center part of town;;;;;centre;west;centre;centre;;;;;;;;
can i have a restaurant in the center with spanish food;;;;;;;;;;cheap;;;;spicy;;
i want to find a moderately priced restaurant serving spanish food;;;;;;east;;;;;;;;spicy;;
find cheap restaurant;thai;thai;;;;west;;;;;;;;;;
looking for a cheap restaurant and it should be in the west part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
can i have a restaurant in the east part of town;;cuban;;;;;;;;cheap;;;;;;
im looking for pollynasian food;polynesian;polynesian;;;;;;;;;;;;;;
id like a cheap restaurant on the south of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
yea im looking for a moderately priced restaurant in the south of town;korean;thai;;;;;;;;;;;;spicy;;
id like a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in any area serving turkish food;;;;;north;north;;;;;;;;;;
im looking for a cheap restaurant;cuban;thai;;;north;north;;;;;;;;;;
cheap portugeuse;portuguese;portuguese;;portuguese;;west;;;;;;;;;;
im looking for a restaurant in any area;korean;korean;;;north;north;;;;;;;;;;
breath im looking for a restaurant in the south part of town that serves malaysian food;thai;thai;;thai;;;;;;cheap;;;;spicy;;
find me a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
im looking for restaurant that serves chinese food;;;;;;centre;;;;cheap;;;;children;;
yea im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i want to find a expensive restaurant and it should serve english food;indian;indian;;;south;west;;;;;;;;spicy;;
moderately priced moderately priced;;african;;;;;;;;;;;;spicy;;
cheap restaurant;cuban;thai;;;;east;;;;;;;;;;
id like a greek restaurant in the east part of town;;thai;;;;;;;;cheap;;;;;;
uh id like steakhouse food;;;;;;;;;;cheap;;;;;;
bistro;;;;;;east;;;;;;;;;;
id like a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant that serves vietnamese food;;;;;north;north;;;;;;;;spicy;;
moderately priced;;african;;;;;;;;;;;;spicy;;
iam looking for an expensive restaurant and it should be in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant that serves unusual food;thai;thai;;thai;north;north;;;;;;;;;;
i want a restaurant that serves french food;;;;;;west;;;;;;;;;;
im looking for a restaurant on the east part of town that serves scandinavia food;thai;thai;;thai;;;;;;;;;;;;
south;;swiss;;;;;;;;;;;;spicy;;
breath i want to find a restaurant in the north part of town;french;thai;;;;;;;;cheap;;;;;;
looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
a moderate restaurant in the west part of town;;thai;;;;;;;;;;;;;;
id like moderately priced moroccan food;;;;;;;;;;;;;;spicy;;
hi im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
moderate price;;french;;;;;;;;;;;spicy;spicy;;spicy
may i have the phone number to the turkiesh;;;;;north;south;;;;cheap;;;;;;
uh yes can i find a moderately priced restaurant and it serve it should serve brazilian food;tuscan;cuban;;;south;west;;;;;;;;spicy;;
im looking for a restaurant that serves swiss food;;;;;west;west;;;;;;;spicy;spicy;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
im looking for a korean restaurant in the expensive price range;;;;;north;north;;;;;;;spicy;spicy;;spicy
spanish food;;;;;;;;;;;;;;spicy;;
moderately priced in the north part of town;;thai;;;;;;;;;;;;spicy;;
id like an expensive restaurant that serves mediteranean food;thai;thai;mediterranean;mediterranean;;;;;;;;;;;;
moderately priced restaurant serving indian food;;;;;;;;;;;;;;spicy;;
moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
cheap;thai;cuban;;;;east;;;;;;;;;;
i would like a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
im looking for a restaurant that serves african food;;;;;north;north;;;;;;;;;;
im looking for an expensive restaurant and it should be east part of town;korean;korean;;;;;;;;;;;;;;
i want a restaurant in the center of town;;thai;;;centre;east;centre;centre;;;;;;;;
im looking for an expensive restaurant that serves unusual food;thai;thai;;thai;;north;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
id like to find a moderately priced restaurant in the east part of town;indian;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant serving fusion food;;;;;north;north;;;;;;;;spicy;;
i want to find a restaurant in the center and it should serve lebanese food;;;;;centre;east;centre;centre;;;;;;spicy;;
im looking for world food;;korean;;;north;north;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant that serves turkish food;;;;;north;north;;;;;;;;;;
im looking for greek food;;korean;;;;west;;;;cheap;;;;;;
id like a restaurant in any area that it serves canapes;;;;;;centre;;;;cheap;;;;;;
im looking for belgian food;persian;persian;;;;;;;;;;;;;;
looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the west part of town that serves canape food;thai;thai;;thai;;;;;cheap;cheap;;;;;;
i want to find a cheap restaurant and it should serve scandinavian food;thai;cuban;;;south;east;;;;;;;;spicy;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
korean food;;;;;;north;;;;cheap;;;;;;
expensive restaurant serving world food;;persian;;;north;north;;;;;;;;;;
i am looking for an expensive restaurant that serves;thai;thai;;thai;;north;;;;;;;;;;
venetian food;;persian;;;;;;;;;;;;;;
cheap italian food;;;;;;east;;;;;;;;;;
i need a cuban restaurant that is moderately priced;;;;;;;;;;;;;;spicy;;
uh yes restaurant that serves danish food;thai;thai;;thai;;west;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
i want malaysian food in any area;indian;indian;;;;east;;;;;;;;;;
looking for a moderately priced restaurant and it needs to be in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
german;persian;persian;;;;;;;;;;;;;;
im looking for moderately priced restaurant and it should serve halal food;;african;;;south;south;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
yea im looking for a really cheap restaurant;cuban;cuban;;;north;north;;;;;;;;;;
i need a moderately priced restaurant serving fusion food;;;;;;;;;;;;;;spicy;;
i would like steakhouse food;;;;;south;south;;;;;;;;;;
tuscan food south part of town;;;;;;;;;;;;;;spicy;;
hello;;;;;;west;;;;cheap;;;;;;
cheap;cuban;thai;;;;east;;;;;;;;;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
uh yes im looking for a cheap restaurant that serves medetanian food;thai;thai;;thai;north;west;;;;;;;;;;
spanish food;;;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant serving modern european type of food;;;;;north;north;;;;;;;;;;
i want to find a moderately priced restaurant;indian;indian;;;;east;;;;;;;;spicy;;
im looking for a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant in the east of town;korean;thai;;;;;;;;;;;;;;
hello;;;;;;east;;;;cheap;;;;;;
restaurant in the east part of town serving basque food;;thai;;;;;;;;;;;;;;
i want a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the center part of town;korean;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant serving malaysian food;korean;korean;;;;north;;;;;;;;;;
