Column1;Column2;Column3;Column4;Column5;Column6;Column7
4orean;Do you want a restaurant with korean cuisine .;Do you want a restaurant with korean cuisine .;Do you want a restaurant with korean cuisine .;;FALSE;TRUE
can i get `uscan;Do you want a restaurant with tuscan cuisine .;Do you want a restaurant with tuscan cuisine .;Do you want a restaurant with tuscan cuisine .;;FALSE;TRUE
i 5eed a restaurant in the west part 8f 2own that serves crossover food;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant in the west part of town .;Do you want a restaurant with thai cuisine in the west part of town .;;FALSE;TRUE
5m looking for a cheap restaurant that serves turkish;Do you want a restaurant with turkish cuisine in the north part of town at a cheap price range .;Do you want a restaurant with turkish cuisine at a cheap price range .;Do you want a restaurant with turkish cuisine at a cheap price range .;;FALSE;TRUE
6oderately 6riced;Do you want a restaurant at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
5m looking for a restaurant in the north part of town that serves;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant with thai cuisine in the north part of town .;;FALSE;TRUE
i want a restaurant 5n the west part 6f town serving australian food;Do you want a restaurant with australasian cuisine in the west part of town .;Do you want a restaurant in the west part of town .;Do you want a restaurant in the west part of town .;;FALSE;TRUE
a want a cheap restaurant in 2he north part of town;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
4m 8ooking for a russian food;Do you want a restaurant with tuscan cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking for a moderately priced 1estaurant that serves;Do you want a restaurant with thai cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant with thai cuisine at a moderate price range .;;TRUE;TRUE
im 8ooking ror expensive welsh food;Do you want a restaurant in the west part of town at a expensive price range .;Do you want a restaurant in the west part of town at a expensive price range .;Do you want a restaurant in the west part of town at a expensive price range .;;FALSE;TRUE
im looking for a restaurant in any area 3hat serves;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
6oderately 9riced 2atalan food;Do you want a restaurant with catalan cuisine at a moderate price range .;Do you want a restaurant with catalan cuisine .;Do you want a restaurant with catalan cuisine at a moderate price range .;;FALSE;TRUE
i want a restaurant 4n the moderate price 3ange;Do you want a restaurant at a moderate price range with this additional requirement: spicy.;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range with this additional requirement: spicy.;;FALSE;TRUE
`est part of 4own;Do you want a restaurant in the west part of town .;Do you want a restaurant .;Do you want a restaurant in the west part of town .;;FALSE;TRUE
im looking for a restaurant 5n the east part of town 2hat serves c;Do you want a restaurant with korean cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
7s that a 2heap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant with thai cuisine at a cheap price range .;;FALSE;TRUE
im looking for ` cheap restaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
`estaurant in 2enter;Do you want a restaurant in the centre part of town .;Do you want a restaurant .;Do you want a restaurant in the centre part of town .;;FALSE;TRUE
6m looking for ` eheap restaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
rietnamese 3ood;Do you want a restaurant with vietnamese cuisine .;Do you want a restaurant with vietnamese cuisine .;Do you want a restaurant with vietnamese cuisine .;;FALSE;TRUE
i need cheap hungarian restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
7 would 8ike a cheap;Do you want a restaurant with cuban cuisine in the south part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
iam looking for an expensive restaurant and 5t 1hould be in the `outh part of town;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
im 5ooking for cheap 9olynesian food;Do you want a restaurant with polynesian cuisine at a cheap price range .;Do you want a restaurant with polynesian cuisine at a cheap price range .;Do you want a restaurant with polynesian cuisine at a cheap price range .;;FALSE;TRUE
im looking for an expensive restaurant 3hat serves;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
im looking for a moderately priced restaurant in the south part 6f town;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
im looking ror a moderately priced 3estaurant;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
7ersian;Do you want a restaurant with persian cuisine .;Do you want a restaurant with persian cuisine .;Do you want a restaurant with persian cuisine .;;FALSE;TRUE
i need an `xpensive restaurant 6n the east part of town;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
restaurant in the wouth part of town;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;FALSE
can you tell je about an 1xpensive restaurant in the `outh;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
